"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"BSQ034","Basquiat","ART_BSQ","Blue Chip","Untitled (Heads)","1987","Acrylic and oilstick on canvas","183x183","Untitled (Heads), exécutée par Basquiat en 1987. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1987, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","75",""
"BSQ035","Basquiat","ART_BSQ","Blue Chip","Discography (20)","1984","Oilstick and crayon on paper","152x152","Discography (20), exécutée par Basquiat en 1984. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1984, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","84",""
"BSQ036","Basquiat","ART_BSQ","Blue Chip","Untitled (Heads)","1988","Acrylic and oilstick on canvas","213x213","Untitled (Heads), exécutée par Basquiat en 1988. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1988, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Whitney Museum","84",""
"BSQ037","Basquiat","ART_BSQ","Blue Chip","Discography (22)","1984","Oilstick and crayon on paper","152x152","Discography (22), exécutée par Basquiat en 1984. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1984, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collections privées internationales","82",""
"BSQ038","Basquiat","ART_BSQ","Blue Chip","Untitled (Beak)","1988","Spray paint on wood","183x183","Untitled (Beak), exécutée par Basquiat en 1988. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1988, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","74",""
"BSQ039","Basquiat","ART_BSQ","Blue Chip","Untitled (Boxer)","1985","Mixed media on paper","183x183","Untitled (Boxer), exécutée par Basquiat en 1985. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1985, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collections privées internationales","77",""
"BSQ040","Basquiat","ART_BSQ","Blue Chip","Notary Study #25","1988","Mixed media on paper","122x152","Notary Study #25, exécutée par Basquiat en 1988. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1988, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","86",""
"GCM001","Giacometti","ART_GCM","Blue Chip","L'Homme au doigt","1947","Bronze sculpture","178x95x52","Homme désignant l'horizon, œuvre emblématique d'après-guerre. Vendue 141M$ Christie's 2015.","Période d'après-guerre, sommet créatif.","Sculpture existentialiste","Collections privées multiples","82",""
"GCM002","Giacometti","ART_GCM","Blue Chip","L'Homme qui marche I","1960","Bronze sculpture","180x27x97","Sculpture monumentale, archétype de la silhouette giacomettienne. Vendue 104M$ Sotheby's 2010.","Commande Chase Manhattan Plaza, finalement non installée.","Sculpture existentialiste tardive","Tate Modern, Centre Pompidou, MoMA","94",""
"GCM003","Giacometti","ART_GCM","Blue Chip","Trois hommes qui marchent","1948","Bronze","76x42x32","Trois figures déambulant, sculpture groupée.","Période d'expérimentation des relations spatiales.","Sculpture après-guerre","Collections multiples","93",""
"GCM004","Giacometti","ART_GCM","Blue Chip","Femme de Venise V","1956","Bronze","111x16x35","Série Femmes de Venise pour la Biennale.","Pavillon français Biennale Venise 1956, série de 9.","Sculpture biennale 1956","Collections multiples","85",""
"GCM005","Giacometti","ART_GCM","Blue Chip","Diego (buste)","1955","Bronze","39x18x15","Buste de son frère Diego, modèle récurrent.","Diego, frère cadet et modèle de toute une vie.","Sculpture portrait familial","Collections privées","83",""
"GCM006","Giacometti","ART_GCM","Blue Chip","Le Chat","1951","Bronze","32x81x14","Chat allongé, étude animalière.","Période d'expérimentation animalière.","Sculpture animalière","Collections multiples","92",""
"GCM007","Giacometti","ART_GCM","Blue Chip","Le Chien","1951","Bronze","47x100x15","Chien errant, sculpture animalière complémentaire au Chat.","Inspirée par les chiens errants observés à Paris.","Sculpture animalière","Collections multiples","88",""
"GCM008","Giacometti","ART_GCM","Blue Chip","Tête de Diego","1954","Huile sur toile","92x65","Portrait peint de Diego, complément aux sculptures.","Diego, frère et modèle constant.","Peinture portrait","Collections privées","82",""
"GCM009","Giacometti","ART_GCM","Blue Chip","Caroline","1962","Huile sur toile","100x65","Portrait de Caroline, dernière compagne et muse.","Caroline, période finale, muse des dernières années.","Peinture portrait période finale","Collections privées","86",""
"GCM010","Giacometti","ART_GCM","Blue Chip","Annette assise","1958","Bronze","80x36x53","Annette, sa femme, assise.","Annette Arm, épouse depuis 1949.","Sculpture portrait familial","Collections multiples","90",""
"GCM011","Giacometti","ART_GCM","Blue Chip","L'Homme qui chavire","1950","Bronze","60x33x14","Figure en déséquilibre, métaphore existentielle.","Période d'expérimentation des limites du corps debout.","Sculpture existentialiste","Collections multiples","85",""
"GCM012","Giacometti","ART_GCM","Blue Chip","Buste de Diego (sur stèle)","1957","Bronze","58x15x18","Buste de Diego sur socle haut.","Période d'apogée des bustes Diego.","Sculpture portrait","Collections privées","88",""
"GCM013","Giacometti","ART_GCM","Blue Chip","Annette (étude)","1940","Bronze, édition","80x25x20","Annette (étude), exécutée par Giacometti en 1940. Œuvre dans le style caractéristique de l'artiste, support bronze, édition.","Période créative 1940, série stylistique caractéristique.","Sculpture existentialiste filiforme","MoMA","73",""
"GCM014","Giacometti","ART_GCM","Blue Chip","Annette (étude)","1936","Crayon sur papier","35x10x10","Annette (étude), exécutée par Giacometti en 1936. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1936, série stylistique caractéristique.","Sculpture existentialiste filiforme","MoMA","80",""
"GCM015","Giacometti","ART_GCM","Blue Chip","Homme qui marche (étude)","1951","Crayon sur papier","35x10x10","Homme qui marche (étude), exécutée par Giacometti en 1951. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1951, série stylistique caractéristique.","Sculpture existentialiste filiforme","Collections privées européennes","70",""
"GCM016","Giacometti","ART_GCM","Blue Chip","Sculpture (03)","1927","Plâtre original","80x25x20","Sculpture (03), exécutée par Giacometti en 1927. Œuvre dans le style caractéristique de l'artiste, support plâtre original.","Période créative 1927, série stylistique caractéristique.","Sculpture existentialiste filiforme","Fondation Giacometti Paris","82",""
"GCM017","Giacometti","ART_GCM","Blue Chip","Buste (04)","1937","Bronze, édition","35x10x10","Buste (04), exécutée par Giacometti en 1937. Œuvre dans le style caractéristique de l'artiste, support bronze, édition.","Période créative 1937, série stylistique caractéristique.","Sculpture existentialiste filiforme","Centre Pompidou","78",""
"GCM018","Giacometti","ART_GCM","Blue Chip","Étude au crayon (05)","1951","Crayon sur papier","35x10x10","Étude au crayon (05), exécutée par Giacometti en 1951. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1951, série stylistique caractéristique.","Sculpture existentialiste filiforme","Beyeler Foundation","84",""
"GCM019","Giacometti","ART_GCM","Blue Chip","Tête sur socle (06)","1942","Huile sur toile","80x25x20","Tête sur socle (06), exécutée par Giacometti en 1942. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1942, série stylistique caractéristique.","Sculpture existentialiste filiforme","Beyeler Foundation","76",""
"GCM020","Giacometti","ART_GCM","Blue Chip","Femme debout (07)","1939","Crayon sur papier","80x25x20","Femme debout (07), exécutée par Giacometti en 1939. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1939, série stylistique caractéristique.","Sculpture existentialiste filiforme","Fondation Giacometti Paris","79",""
"GCM021","Giacometti","ART_GCM","Blue Chip","Étude au crayon (08)","1965","Bronze, édition","120x35x40","Étude au crayon (08), exécutée par Giacometti en 1965. Œuvre dans le style caractéristique de l'artiste, support bronze, édition.","Période créative 1965, série stylistique caractéristique.","Sculpture existentialiste filiforme","MoMA","83",""
"GCM022","Giacometti","ART_GCM","Blue Chip","Tête sur socle (09)","1948","Plâtre original","60x20x15","Tête sur socle (09), exécutée par Giacometti en 1948. Œuvre dans le style caractéristique de l'artiste, support plâtre original.","Période créative 1948, série stylistique caractéristique.","Sculpture existentialiste filiforme","MoMA","87",""
"GCM023","Giacometti","ART_GCM","Blue Chip","Homme qui marche (étude)","1933","Bronze, édition","35x10x10","Homme qui marche (étude), exécutée par Giacometti en 1933. Œuvre dans le style caractéristique de l'artiste, support bronze, édition.","Période créative 1933, série stylistique caractéristique.","Sculpture existentialiste filiforme","Tate Modern","77",""
"GCM024","Giacometti","ART_GCM","Blue Chip","Sculpture (11)","1953","Plâtre original","80x25x20","Sculpture (11), exécutée par Giacometti en 1953. Œuvre dans le style caractéristique de l'artiste, support plâtre original.","Période créative 1953, série stylistique caractéristique.","Sculpture existentialiste filiforme","Beyeler Foundation","75",""
"GCM025","Giacometti","ART_GCM","Blue Chip","Sculpture (12)","1942","Huile sur toile","60x20x15","Sculpture (12), exécutée par Giacometti en 1942. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1942, série stylistique caractéristique.","Sculpture existentialiste filiforme","Beyeler Foundation","82",""
"GCM026","Giacometti","ART_GCM","Blue Chip","Tête sur socle (13)","1930","Crayon sur papier","35x10x10","Tête sur socle (13), exécutée par Giacometti en 1930. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1930, série stylistique caractéristique.","Sculpture existentialiste filiforme","Collections privées européennes","84",""
"GCM027","Giacometti","ART_GCM","Blue Chip","Buste (14)","1942","Plâtre original","120x35x40","Buste (14), exécutée par Giacometti en 1942. Œuvre dans le style caractéristique de l'artiste, support plâtre original.","Période créative 1942, série stylistique caractéristique.","Sculpture existentialiste filiforme","Fondation Giacometti Paris","77",""
"GCM028","Giacometti","ART_GCM","Blue Chip","Buste (15)","1939","Crayon sur papier","120x35x40","Buste (15), exécutée par Giacometti en 1939. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1939, série stylistique caractéristique.","Sculpture existentialiste filiforme","Tate Modern","78",""
"GCM029","Giacometti","ART_GCM","Blue Chip","Tête sur socle (16)","1955","Crayon sur papier","80x25x20","Tête sur socle (16), exécutée par Giacometti en 1955. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1955, série stylistique caractéristique.","Sculpture existentialiste filiforme","Centre Pompidou","87",""
"GCM030","Giacometti","ART_GCM","Blue Chip","Annette (étude)","1937","Crayon sur papier","60x20x15","Annette (étude), exécutée par Giacometti en 1937. Œuvre dans le style caractéristique de l'artiste, support crayon sur papier.","Période créative 1937, série stylistique caractéristique.","Sculpture existentialiste filiforme","Fondation Giacometti Paris","74",""
"GCM031","Giacometti","ART_GCM","Blue Chip","Sculpture (18)","1952","Plâtre original","120x35x40","Sculpture (18), exécutée par Giacometti en 1952. Œuvre dans le style caractéristique de l'artiste, support plâtre original.","Période créative 1952, série stylistique caractéristique.","Sculpture existentialiste filiforme","Centre Pompidou","74",""
